0.24166	-0.003018
0.12010	-0.001437
-0.00387	0.000140
-0.10300	0.001377
-0.14082	0.001800
-0.10587	0.001183
-0.00169	-0.000300
0.14497	-0.002187
0.29236	-0.004082
0.41471	-0.005655
0.49642	-0.006695
0.52823	-0.007053
0.47776	-0.006165
0.35933	-0.004563
0.24355	-0.003057
0.13513	-0.001654
-0.00843	0.000208
-0.19908	0.002660
-0.29642	0.003820
-0.28109	0.003543
-0.24362	0.002893
-0.18469	0.002005
-0.11021	0.001038
-0.03703	0.000112
0.03112	-0.000744
0.09538	-0.001554
0.15807	-0.002352
0.22148	-0.003168
0.28685	-0.004017
0.35442	-0.004901
0.42377	-0.005814
0.49321	-0.006735
0.55990	-0.007619
0.62080	-0.008424
0.67327	-0.009114
0.71604	-0.009672
0.74909	-0.010098
0.77216	-0.010388
0.78470	-0.010524
0.68628	-0.008871
0.50262	-0.006448
0.39202	-0.005005
0.31575	-0.004019
0.24325	-0.003052
0.12702	-0.001532
0.00426	-0.000007
0.02670	-0.000405
0.09687	-0.001502
0.22212	-0.003162
0.36869	-0.005090
0.50257	-0.006842
0.59537	-0.008031
0.63037	-0.008418
0.62315	-0.008273
0.60439	-0.007936
0.57451	-0.007426
0.52787	-0.006748
0.46841	-0.005933
0.40029	-0.005014
0.32530	-0.004011
0.24423	-0.002935
0.15798	-0.001806
0.06683	-0.000631
-0.02725	0.000572
-0.12131	0.001772
-0.21257	0.002936
-0.29806	0.004024
-0.37553	0.005004
-0.44017	0.005816
-0.49334	0.006488
-0.53062	0.006992
-0.54880	0.007287
-0.55697	0.007400
-0.54624	0.007198
-0.51660	0.006662
-0.47029	0.005832
-0.40348	0.004753
-0.30941	0.003491
-0.20344	0.002117
-0.09263	0.000699
0.01680	-0.000683
0.12033	-0.001990
0.21638	-0.003212
0.30443	-0.004341
0.38435	-0.005373
0.45646	-0.006310
0.52039	-0.007142
0.57558	-0.007859
0.62205	-0.008462
0.65975	-0.008946
0.68800	-0.009301
0.70511	-0.009503
0.70909	-0.009532
0.67730	-0.008950
0.58443	-0.007490
0.43064	-0.005415
0.25605	-0.003100
0.08428	-0.000878
-0.04787	0.000764
-0.09697	0.001311
-0.06283	0.000709
0.03449	-0.000711
0.17637	-0.002550
0.31911	-0.004401
0.43492	-0.005897
0.50737	-0.006814
0.53004	-0.007064
0.49816	-0.006488
0.40539	-0.005161
0.28660	-0.003593
0.17138	-0.002093
0.07741	-0.000898
0.01496	-0.000120
-0.00744	0.000136
0.01598	-0.000276
0.08723	-0.001311
0.19626	-0.002723
0.28856	-0.003898
0.32417	-0.004315
0.29232	-0.003777
0.24221	-0.003126
0.23144	-0.003004
0.23167	-0.003010
0.23204	-0.003017
0.23226	-0.003020
0.19746	-0.002537
0.09233	-0.001165
0.03605	-0.000470
0.06825	-0.001013
0.14053	-0.001953
0.17360	-0.002348
0.17034	-0.002287
0.16455	-0.002196
0.16157	-0.002159
0.16514	-0.002219
0.17343	-0.002337
0.17844	-0.002395
0.16255	-0.002147
0.12936	-0.001708
0.11439	-0.001529
0.15257	-0.002077
0.23629	-0.003169
0.28442	-0.003763
0.24911	-0.003204
0.14903	-0.001882
0.08827	-0.001142
0.10761	-0.001479
0.16302	-0.002242
0.22946	-0.003106
0.28317	-0.003790
0.30447	-0.004030
0.25066	-0.003198
0.14736	-0.001857
0.10560	-0.001358
0.11139	-0.001462
0.11960	-0.001603
0.12356	-0.001658
0.11896	-0.001581
0.11036	-0.001458
0.10621	-0.001404
0.12413	-0.001685
0.15671	-0.002117
0.17059	-0.002285
0.16081	-0.002134
0.13907	-0.001842
0.12349	-0.001648
0.14077	-0.001912
0.19209	-0.002595
0.25937	-0.003475
0.31576	-0.004197
0.33608	-0.004434
0.30841	-0.003975
0.23737	-0.003024
0.15840	-0.001995
0.07190	-0.000879
0.02216	-0.000275
0.04767	-0.000720
0.12151	-0.001728
0.20365	-0.002782
0.25848	-0.003471
0.27685	-0.003682
0.23285	-0.003000
0.14169	-0.001809
0.08015	-0.001041
0.10133	-0.001401
0.14735	-0.002012
0.16581	-0.002231
0.14329	-0.001896
0.11074	-0.001474
0.09609	-0.001292
0.12046	-0.001657
0.16833	-0.002279
0.20152	-0.002689
0.19665	-0.002601
0.18812	-0.002476
0.18476	-0.002434
0.19195	-0.002550
0.20909	-0.002782
0.22047	-0.002919
0.20763	-0.002716
0.17037	-0.002205
0.18455	-0.003369
0.13736	-0.002513
-0.00904	0.000180
-0.21885	0.004010
-0.47715	0.007669
-0.70677	0.010629
-0.90204	0.013124
-1.01135	0.014334
-0.99147	0.013880
-0.93555	0.012877
-0.85281	0.011396
-0.74646	0.009547
-0.61113	0.007448
-0.44480	0.005244
-0.27418	0.003085
-0.10560	0.000983
0.05803	-0.001053
0.20862	-0.002948
0.33730	-0.004583
0.42832	-0.005832
0.48409	-0.006656
0.51878	-0.007123
0.53321	-0.007245
0.47634	-0.006183
0.38689	-0.004592
0.33585	-0.003917
0.36384	-0.004373
0.44386	-0.005690
0.55942	-0.007641
0.68444	-0.009531
0.80225	-0.011151
0.89129	-0.012305
0.92580	-0.012634
0.91277	-0.012330
0.87461	-0.011629
0.81413	-0.010518
0.72939	-0.008998
0.59932	-0.007102
0.43650	-0.004912
0.25332	-0.002510
0.05575	0.000025
-0.05058	0.001376
-0.15690	0.002727
-0.27066	0.004192
-0.38442	0.005657
-0.50298	0.007204
-0.62154	0.008751
-0.73406	0.010285
-0.84658	0.011818
-0.93082	0.013207
-1.01506	0.014597
-1.10074	0.015937
-1.18643	0.017278
-1.28075	0.018673
-1.37506	0.020068
-1.47105	0.021449
-1.56704	0.022829
-1.66049	0.024153
-1.75393	0.025476
-1.84794	0.026805
-1.94195	0.028133
-2.04303	0.029546
-2.14411	0.030958
-2.24699	0.032370
-2.34987	0.033783
-2.45260	0.035173
-2.55533	0.036563
-2.65112	0.037862
-2.74691	0.039161
-2.83548	0.040350
-2.92406	0.041539
-3.00585	0.042614
-3.08764	0.043689
-3.15703	0.044601
-3.22642	0.045513
-3.28488	0.046266
-3.34335	0.047018
-3.39122	0.047609
-3.43909	0.048200
-3.47378	0.048595
-3.50846	0.048989
-3.52169	0.049059
-3.53492	0.049129
-3.53494	0.049121
-3.53496	0.049112
-3.51764	0.048666
-3.46906	0.047779
-3.39441	0.046471
-3.29850	0.044791
-3.17780	0.042791
-3.02874	0.040556
-2.85510	0.038159
-2.67132	0.035658
-2.48120	0.033063
-2.28428	0.030363
-2.08074	0.027567
-1.87143	0.024691
-1.65819	0.021765
-1.44354	0.018827
-1.23043	0.015920
-1.02096	0.013069
-0.81708	0.010309
-0.62091	0.007664
-0.43293	0.005146
-0.25093	0.002734
-0.06480	0.000306
0.12219	-0.002089
0.29617	-0.004298
0.44950	-0.006234
0.57803	-0.007843
0.68124	-0.009123
0.75978	-0.010085
0.81516	-0.010753
0.84951	-0.011144
0.85972	-0.011210
0.75376	-0.009282
0.49520	-0.005730
0.22103	-0.002205
-0.01551	0.000827
-0.21831	0.003455
-0.36462	0.005342
-0.42619	0.006085
-0.36687	0.005079
-0.16489	0.002318
0.12561	-0.001600
0.49182	-0.006437
0.81424	-0.010609
1.01391	-0.013204
1.07273	-0.013900
1.04715	-0.013430
0.98718	-0.012336
0.87974	-0.010821
0.75348	-0.009170
0.62146	-0.007449
0.48107	-0.005615
0.31515	-0.003429
0.11154	-0.000757
-0.10265	0.002041
-0.30450	0.004699
-0.48685	0.007124
-0.64632	0.009253
-0.77210	0.010912
-0.84392	0.011821
-0.86222	0.012016
-0.85675	0.011911
-0.84786	0.011754
-0.84324	0.011673
-0.84861	0.011773
-0.86834	0.012133
-0.91666	0.012853
-0.99572	0.013973
-1.10437	0.015502
-1.24306	0.017448
-1.41272	0.019821
-1.61354	0.022620
-1.84113	0.025774
-2.08112	0.029081
-2.29044	0.032170
-2.47648	0.034844
-2.62821	0.036909
-2.73567	0.038243
-2.78558	0.038665
-2.75643	0.038032
-2.68287	0.036719
-2.58105	0.034968
-2.43777	0.032895
-2.27488	0.030681
-2.11037	0.028463
-1.95187	0.026331
-1.80389	0.024344
-1.66815	0.022523
-1.54392	0.020855
-1.42798	0.019290
-1.31529	0.017757
-1.20027	0.016180
-1.07799	0.014493
-0.94473	0.012648
-0.79743	0.010607
-0.63400	0.008343
-0.45333	0.005843
-0.25457	0.003105
-0.03470	0.000090
0.23099	-0.003513
0.54772	-0.007726
0.87085	-0.011984
1.16823	-0.015897
1.43932	-0.019533
1.63397	-0.022435
1.78722	-0.024726
1.91837	-0.026558
2.01737	-0.027817
2.05783	-0.028135
2.03360	-0.027560
1.97148	-0.026402
1.88376	-0.024778
1.76098	-0.022742
1.59597	-0.020416
1.40796	-0.017877
1.20479	-0.015156
0.99147	-0.012306
0.77378	-0.009407
0.55594	-0.006516
0.34261	-0.003685
0.13918	-0.000978
-0.05533	0.001622
-0.24164	0.004120
-0.41914	0.006503
-0.58713	0.008760
-0.74551	0.010886
-0.89404	0.012879
-1.03285	0.014744
-1.16243	0.016484
-1.28307	0.018104
-1.39503	0.019606
-1.49853	0.020994
-1.59392	0.022272
-1.68106	0.023438
-1.75920	0.024477
-1.82649	0.025362
-1.88056	0.026060
-1.91932	0.026544
-1.94699	0.026838
-1.90094	0.026016
-1.76527	0.023888
-1.52815	0.020665
-1.26196	0.017074
-1.02243	0.013871
-0.85496	0.011686
-0.79043	0.010935
-0.86484	0.012153
-1.03859	0.014495
-1.21905	0.016895
-1.35473	0.018681
-1.43586	0.019749
-1.50271	0.020653
-1.54246	0.021150
-1.53841	0.021070
-1.52667	0.020859
-1.50619	0.020502
-1.47126	0.019973
-1.41999	0.019260
-1.35515	0.018373
-1.27829	0.017326
-1.19098	0.016137
-1.09466	0.014821
-0.99033	0.013391
-0.87869	0.011857
-0.76046	0.010231
-0.63626	0.008523
-0.50702	0.006745
-0.37344	0.004909
-0.23622	0.003029
-0.09618	0.001113
0.04581	-0.000826
0.18897	-0.002777
0.33244	-0.004728
0.47529	-0.006660
0.61623	-0.008555
0.75054	-0.010354
0.87522	-0.012017
0.98761	-0.013504
1.08543	-0.014786
1.16656	-0.015834
1.22840	-0.016614
1.26879	-0.017097
1.28565	-0.017247
1.26194	-0.016794
1.20659	-0.015788
1.11513	-0.014368
0.99177	-0.012682
0.85874	-0.010908
0.72709	-0.009172
0.60049	-0.007504
0.47929	-0.005902
0.36256	-0.004353
0.24901	-0.002835
0.13572	-0.001308
0.01982	0.000263
-0.10016	0.001896
-0.22471	0.003594
-0.35391	0.005358
-0.48754	0.007185
-0.62585	0.009079
-0.76893	0.011038
-0.91577	0.013047
-1.06383	0.015070
-1.20998	0.017060
-1.35081	0.018968
-1.48299	0.020749
-1.60428	0.022376
-1.71318	0.023830
-1.80814	0.025091
-1.88667	0.026122
-1.94517	0.026873
-1.97976	0.027291
-1.98723	0.027355
-1.97580	0.027138
-1.94569	0.026607
-1.89925	0.025794
-1.82701	0.024718
-1.73376	0.023444
-1.63028	0.022051
-1.52167	0.020591
-1.41022	0.019088
-1.29704	0.017556
-1.18277	0.016005
-1.06818	0.014447
-0.95385	0.012891
-0.84024	0.011346
-0.72737	0.009810
-0.61547	0.008288
-0.50463	0.006779
-0.39485	0.005285
-0.28629	0.003810
-0.17919	0.002358
-0.07395	0.000932
0.02919	-0.000465
0.12986	-0.001827
0.22766	-0.003148
0.32169	-0.004415
0.41019	-0.005600
0.49138	-0.006679
0.56202	-0.007606
0.61808	-0.008326
0.65562	-0.008788
0.67128	-0.008944
0.60291	-0.007713
0.41565	-0.005076
0.19994	-0.002224
0.01603	0.000198
